DistrictName,Name,AUN,Schl,DataElement,DisplayValue
West Shore School District,Fishing Creek El Sch,115219002,4583,Percent  Advanced  Mathematics/Algebra 1  (White),28.4
West Shore School District,Fishing Creek El Sch,115219002,4583,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),5.0
West Shore School District,Highland El Sch,115219002,1736,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),4.5
West Shore School District,Highland El Sch,115219002,1736,Percent  Advanced  Mathematics/Algebra 1  (White),21.1
West Shore School District,Highland El Sch,115219002,1736,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),10.6
West Shore School District,Highland El Sch,115219002,1736,Percent  Advanced  Mathematics/Algebra 1  (All Student),17.9
West Shore School District,Highland El Sch,115219002,1736,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),9.7
West Shore School District,Hillside El Sch,115219002,1716,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),11.1
West Shore School District,Hillside El Sch,115219002,1716,Percent  Advanced  Mathematics/Algebra 1  (All Student),17.8
West Shore School District,Hillside El Sch,115219002,1716,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),10.3
West Shore School District,Hillside El Sch,115219002,1716,Percent  Advanced  Mathematics/Algebra 1  (Black),4.8
West Shore School District,Hillside El Sch,115219002,1716,Percent  Advanced  Mathematics/Algebra 1  (White),21.5
West Shore School District,Hillside El Sch,115219002,1716,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),10.3
West Shore School District,New Cumberland MS,115219002,8276,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.7
West Shore School District,New Cumberland MS,115219002,8276,Percent  Advanced  Mathematics/Algebra 1  (All Student),12.1
West Shore School District,New Cumberland MS,115219002,8276,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),6.9
West Shore School District,New Cumberland MS,115219002,8276,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
West Shore School District,New Cumberland MS,115219002,8276,Percent  Advanced  Mathematics/Algebra 1  (Black),7.1
West Shore School District,New Cumberland MS,115219002,8276,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),4.1
West Shore School District,New Cumberland MS,115219002,8276,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),4.3
West Shore School District,New Cumberland MS,115219002,8276,Percent  Advanced  Mathematics/Algebra 1  (White),13.7
West Shore School District,Newberry El Sch,115219002,4585,Percent  Advanced  Mathematics/Algebra 1  (White),17.7
West Shore School District,Newberry El Sch,115219002,4585,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),10.8
West Shore School District,Newberry El Sch,115219002,4585,Percent  Advanced  Mathematics/Algebra 1  (All Student),16.3
West Shore School District,Newberry El Sch,115219002,4585,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),7.0
West Shore School District,Red Land SHS,115219002,4704,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.7
West Shore School District,Red Land SHS,115219002,4704,Percent  Advanced  Mathematics/Algebra 1  (All Student),14.0
West Shore School District,Red Land SHS,115219002,4704,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),12.5
West Shore School District,Red Land SHS,115219002,4704,Percent  Advanced  Mathematics/Algebra 1  (White),13.7
West Shore School District,Red Mill El Sch,115219002,7332,Percent  Advanced  Mathematics/Algebra 1  (White),39.4
West Shore School District,Red Mill El Sch,115219002,7332,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),24.2
West Shore School District,Red Mill El Sch,115219002,7332,Percent  Advanced  Mathematics/Algebra 1  (All Student),37.1
West Shore School District,Red Mill El Sch,115219002,7332,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),19.6
West Shore School District,Rossmoyne El Sch,115219002,1738,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),7.1
West Shore School District,Rossmoyne El Sch,115219002,1738,Percent  Advanced  Mathematics/Algebra 1  (All Student),20.3
West Shore School District,Rossmoyne El Sch,115219002,1738,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),9.5
West Shore School District,Rossmoyne El Sch,115219002,1738,Percent  Advanced  Mathematics/Algebra 1  (White),23.0
West Shore School District,Rossmoyne El Sch,115219002,1738,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),13.0
West Shore School District,Washington Heights El Sch,115219002,1734,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),8.6
West Shore School District,Washington Heights El Sch,115219002,1734,Percent  Advanced  Mathematics/Algebra 1  (White),16.8
West Shore School District,Washington Heights El Sch,115219002,1734,Percent  Advanced  Mathematics/Algebra 1  (Black),4.5
West Shore School District,Washington Heights El Sch,115219002,1734,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),10.7
West Shore School District,Washington Heights El Sch,115219002,1734,Percent  Advanced  Mathematics/Algebra 1  (All Student),13.2
West Shore School District,Washington Heights El Sch,115219002,1734,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),7.4
West Side CTC,West Side CTC,118408707,5059,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
West Side CTC,West Side CTC,118408707,5059,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.9
West Side CTC,West Side CTC,118408707,5059,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.6
West Side CTC,West Side CTC,118408707,5059,Percent  Advanced  Mathematics/Algebra 1  (White),2.0
West York Area School District,Lincolnway El Sch,112678503,4625,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),2.5
West York Area School District,Lincolnway El Sch,112678503,4625,Percent  Advanced  Mathematics/Algebra 1  (White),13.6
West York Area School District,Lincolnway El Sch,112678503,4625,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),8.8
West York Area School District,Lincolnway El Sch,112678503,4625,Percent  Advanced  Mathematics/Algebra 1  (All Student),10.9
West York Area School District,Lincolnway El Sch,112678503,4625,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),4.0
West York Area School District,Trimmer El Sch,112678503,4629,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
West York Area School District,Trimmer El Sch,112678503,4629,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.4
West York Area School District,Trimmer El Sch,112678503,4629,Percent  Advanced  Mathematics/Algebra 1  (All Student),12.4
West York Area School District,Trimmer El Sch,112678503,4629,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),6.3
West York Area School District,Trimmer El Sch,112678503,4629,Percent  Advanced  Mathematics/Algebra 1  (Black),2.3
West York Area School District,Trimmer El Sch,112678503,4629,Percent  Advanced  Mathematics/Algebra 1  (White),15.5
West York Area School District,Trimmer El Sch,112678503,4629,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),1.6
West York Area School District,Trimmer El Sch,112678503,4629,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),11.6
West York Area School District,West York Area HS,112678503,6705,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),5.3
West York Area School District,West York Area HS,112678503,6705,Percent  Advanced  Mathematics/Algebra 1  (All Student),27.6
West York Area School District,West York Area HS,112678503,6705,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),18.7
West York Area School District,West York Area HS,112678503,6705,Percent  Advanced  Mathematics/Algebra 1  (White),32.0
West York Area School District,West York Area HS,112678503,6705,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),6.9
West York Area School District,West York Area MS,112678503,7286,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),6.3
West York Area School District,West York Area MS,112678503,7286,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),0.9
West York Area School District,West York Area MS,112678503,7286,Percent  Advanced  Mathematics/Algebra 1  (White),14.0
West York Area School District,West York Area MS,112678503,7286,Percent  Advanced  Mathematics/Algebra 1  (Black),7.2
West York Area School District,West York Area MS,112678503,7286,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),5.0
West York Area School District,West York Area MS,112678503,7286,Percent  Advanced  Mathematics/Algebra 1  (All Student),10.1
West York Area School District,West York Area MS,112678503,7286,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.9
West York Area School District,West York Area MS,112678503,7286,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Western Beaver County School District,Fairview El Sch,127049303,715,Percent  Advanced  Mathematics/Algebra 1  (White),13.7
Western Beaver County School District,Fairview El Sch,127049303,715,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),8.3
Western Beaver County School District,Fairview El Sch,127049303,715,Percent  Advanced  Mathematics/Algebra 1  (All Student),13.2
Western Beaver County School District,Fairview El Sch,127049303,715,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),10.5
Western Beaver County School District,Western Beaver Co JSHS,127049303,719,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.6
Western Beaver County School District,Western Beaver Co JSHS,127049303,719,Percent  Advanced  Mathematics/Algebra 1  (All Student),10.9
Western Beaver County School District,Western Beaver Co JSHS,127049303,719,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),9.9
Western Beaver County School District,Western Beaver Co JSHS,127049303,719,Percent  Advanced  Mathematics/Algebra 1  (White),11.5
Western Wayne School District,EverGreen El Sch,119648903,8173,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),6.7
Western Wayne School District,EverGreen El Sch,119648903,8173,Percent  Advanced  Mathematics/Algebra 1  (All Student),22.0
Western Wayne School District,EverGreen El Sch,119648903,8173,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),13.6
Western Wayne School District,EverGreen El Sch,119648903,8173,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),14.3
Western Wayne School District,EverGreen El Sch,119648903,8173,Percent  Advanced  Mathematics/Algebra 1  (White),22.9
Western Wayne School District,Western Wayne HS,119648903,6704,Percent  Advanced  Mathematics/Algebra 1  (White),29.9
Western Wayne School District,Western Wayne HS,119648903,6704,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),16.9
Western Wayne School District,Western Wayne HS,119648903,6704,Percent  Advanced  Mathematics/Algebra 1  (All Student),29.3
Western Wayne School District,Western Wayne HS,119648903,6704,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Western Wayne School District,Western Wayne MS,119648903,7341,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Western Wayne School District,Western Wayne MS,119648903,7341,Percent  Advanced  Mathematics/Algebra 1  (All Student),9.4
Western Wayne School District,Western Wayne MS,119648903,7341,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),5.3
Western Wayne School District,Western Wayne MS,119648903,7341,Percent  Advanced  Mathematics/Algebra 1  (White),9.5
Western Wayne School District,Western Wayne MS,119648903,7341,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),4.2
Western Wayne School District,Wilson El Sch,119648903,4311,Percent  Advanced  Mathematics/Algebra 1  (White),32.8
Western Wayne School District,Wilson El Sch,119648903,4311,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),20.0
Western Wayne School District,Wilson El Sch,119648903,4311,Percent  Advanced  Mathematics/Algebra 1  (All Student),31.3
Western Wayne School District,Wilson El Sch,119648903,4311,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.3
Westinghouse Arts Academy CS,Westinghouse Arts Academy CS,103028425,8392,Percent  Advanced  Mathematics/Algebra 1  (All Student),15.4
Westinghouse Arts Academy CS,Westinghouse Arts Academy CS,103028425,8392,Percent  Advanced  Mathematics/Algebra 1  (White),19.0
Westmont Hilltop School District,Westmont Hilltop El Sch,108118503,1290,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),32.5
Westmont Hilltop School District,Westmont Hilltop El Sch,108118503,1290,Percent  Advanced  Mathematics/Algebra 1  (White),19.8
Westmont Hilltop School District,Westmont Hilltop El Sch,108118503,1290,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),16.8
Westmont Hilltop School District,Westmont Hilltop El Sch,108118503,1290,Percent  Advanced  Mathematics/Algebra 1  (All Student),20.8
Westmont Hilltop School District,Westmont Hilltop El Sch,108118503,1290,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),4.8
Westmont Hilltop School District,Westmont Hilltop JSHS,108118503,8379,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.0
Westmont Hilltop School District,Westmont Hilltop JSHS,108118503,8379,Percent  Advanced  Mathematics/Algebra 1  (All Student),16.7
Westmont Hilltop School District,Westmont Hilltop JSHS,108118503,8379,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),7.8
Westmont Hilltop School District,Westmont Hilltop JSHS,108118503,8379,Percent  Advanced  Mathematics/Algebra 1  (White),17.0
Whitehall-Coplay School District,George D Steckel El Sch,121397803,6841,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.6
Whitehall-Coplay School District,George D Steckel El Sch,121397803,6841,Percent  Advanced  Mathematics/Algebra 1  (All Student),23.7
Whitehall-Coplay School District,George D Steckel El Sch,121397803,6841,Percent  Advanced  Mathematics/Algebra 1  (English Learner),4.0
Whitehall-Coplay School District,George D Steckel El Sch,121397803,6841,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),21.1
Whitehall-Coplay School District,George D Steckel El Sch,121397803,6841,Percent  Advanced  Mathematics/Algebra 1  (Black),12.0
Whitehall-Coplay School District,George D Steckel El Sch,121397803,6841,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),15.7
Whitehall-Coplay School District,George D Steckel El Sch,121397803,6841,Percent  Advanced  Mathematics/Algebra 1  (White),30.3
Whitehall-Coplay School District,Whitehall HS,121397803,2848,Percent  Advanced  Mathematics/Algebra 1  (Asian),40.0
Whitehall-Coplay School District,Whitehall HS,121397803,2848,Percent  Advanced  Mathematics/Algebra 1  (White),29.2
Whitehall-Coplay School District,Whitehall HS,121397803,2848,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),9.4
Whitehall-Coplay School District,Whitehall HS,121397803,2848,Percent  Advanced  Mathematics/Algebra 1  (Black),5.0
Whitehall-Coplay School District,Whitehall HS,121397803,2848,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),13.8
Whitehall-Coplay School District,Whitehall HS,121397803,2848,Percent  Advanced  Mathematics/Algebra 1  (English Learner),3.2
Whitehall-Coplay School District,Whitehall HS,121397803,2848,Percent  Advanced  Mathematics/Algebra 1  (All Student),21.9
Whitehall-Coplay School District,Whitehall HS,121397803,2848,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.9
Whitehall-Coplay School District,Whitehall-Coplay MS,121397803,5241,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.7
Whitehall-Coplay School District,Whitehall-Coplay MS,121397803,5241,Percent  Advanced  Mathematics/Algebra 1  (All Student),9.7
Whitehall-Coplay School District,Whitehall-Coplay MS,121397803,5241,Percent  Advanced  Mathematics/Algebra 1  (English Learner),3.8
Whitehall-Coplay School District,Whitehall-Coplay MS,121397803,5241,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),4.9
Whitehall-Coplay School District,Whitehall-Coplay MS,121397803,5241,Percent  Advanced  Mathematics/Algebra 1  (Black),1.3
Whitehall-Coplay School District,Whitehall-Coplay MS,121397803,5241,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),6.4
Whitehall-Coplay School District,Whitehall-Coplay MS,121397803,5241,Percent  Advanced  Mathematics/Algebra 1  (White),11.8
Whitehall-Coplay School District,Whitehall-Coplay MS,121397803,5241,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),2.1
Whitehall-Coplay School District,Whitehall-Coplay MS,121397803,5241,Percent  Advanced  Mathematics/Algebra 1  (Asian),32.6
Whitehall-Coplay School District,Zephyr El Sch,121397803,8048,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),15.4
Whitehall-Coplay School District,Zephyr El Sch,121397803,8048,Percent  Advanced  Mathematics/Algebra 1  (White),25.0
Whitehall-Coplay School District,Zephyr El Sch,121397803,8048,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),11.3
Whitehall-Coplay School District,Zephyr El Sch,121397803,8048,Percent  Advanced  Mathematics/Algebra 1  (Black),15.2
Whitehall-Coplay School District,Zephyr El Sch,121397803,8048,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),13.9
Whitehall-Coplay School District,Zephyr El Sch,121397803,8048,Percent  Advanced  Mathematics/Algebra 1  (English Learner),14.3
Whitehall-Coplay School District,Zephyr El Sch,121397803,8048,Percent  Advanced  Mathematics/Algebra 1  (All Student),20.3
Whitehall-Coplay School District,Zephyr El Sch,121397803,8048,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),4.5
Widener Partnership CS,Widener Partnership CS,125230002,7907,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Widener Partnership CS,Widener Partnership CS,125230002,7907,Percent  Advanced  Mathematics/Algebra 1  (All Student),0.4
Widener Partnership CS,Widener Partnership CS,125230002,7907,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),0.4
Widener Partnership CS,Widener Partnership CS,125230002,7907,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Wilkes-Barre Area School District,Daniel J Flood El Sch,118408852,5152,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.4
Wilkes-Barre Area School District,Daniel J Flood El Sch,118408852,5152,Percent  Advanced  Mathematics/Algebra 1  (All Student),2.8
Wilkes-Barre Area School District,Daniel J Flood El Sch,118408852,5152,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Wilkes-Barre Area School District,Daniel J Flood El Sch,118408852,5152,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),2.7
Wilkes-Barre Area School District,Daniel J Flood El Sch,118408852,5152,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Wilkes-Barre Area School District,Daniel J Flood El Sch,118408852,5152,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),2.2
Wilkes-Barre Area School District,Daniel J Flood El Sch,118408852,5152,Percent  Advanced  Mathematics/Algebra 1  (White),4.9
Wilkes-Barre Area School District,Daniel J Flood El Sch,118408852,5152,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),5.9
Wilkes-Barre Area School District,Dodson El Sch,118408852,2995,Percent  Advanced  Mathematics/Algebra 1  (White),4.1
Wilkes-Barre Area School District,Dodson El Sch,118408852,2995,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),3.3
Wilkes-Barre Area School District,Dodson El Sch,118408852,2995,Percent  Advanced  Mathematics/Algebra 1  (Black),3.2
Wilkes-Barre Area School District,Dodson El Sch,118408852,2995,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),3.5
Wilkes-Barre Area School District,Dodson El Sch,118408852,2995,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Wilkes-Barre Area School District,Dodson El Sch,118408852,2995,Percent  Advanced  Mathematics/Algebra 1  (All Student),3.5
Wilkes-Barre Area School District,Dodson El Sch,118408852,2995,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Wilkes-Barre Area School District,Dr David W Kistler El Sch,118408852,6924,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.9
Wilkes-Barre Area School District,Dr David W Kistler El Sch,118408852,6924,Percent  Advanced  Mathematics/Algebra 1  (All Student),9.3
Wilkes-Barre Area School District,Dr David W Kistler El Sch,118408852,6924,Percent  Advanced  Mathematics/Algebra 1  (English Learner),5.5
Wilkes-Barre Area School District,Dr David W Kistler El Sch,118408852,6924,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),7.0
Wilkes-Barre Area School District,Dr David W Kistler El Sch,118408852,6924,Percent  Advanced  Mathematics/Algebra 1  (Black),2.8
Wilkes-Barre Area School District,Dr David W Kistler El Sch,118408852,6924,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),7.9
Wilkes-Barre Area School District,Dr David W Kistler El Sch,118408852,6924,Percent  Advanced  Mathematics/Algebra 1  (White),14.8
Wilkes-Barre Area School District,Dr David W Kistler El Sch,118408852,6924,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),10.9
Wilkes-Barre Area School District,Elmer L Meyers JSHS,118408852,3009,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),3.4
Wilkes-Barre Area School District,Elmer L Meyers JSHS,118408852,3009,Percent  Advanced  Mathematics/Algebra 1  (White),5.7
Wilkes-Barre Area School District,Elmer L Meyers JSHS,118408852,3009,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),3.2
Wilkes-Barre Area School District,Elmer L Meyers JSHS,118408852,3009,Percent  Advanced  Mathematics/Algebra 1  (Black),1.1
Wilkes-Barre Area School District,Elmer L Meyers JSHS,118408852,3009,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),3.1
Wilkes-Barre Area School District,Elmer L Meyers JSHS,118408852,3009,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Wilkes-Barre Area School District,Elmer L Meyers JSHS,118408852,3009,Percent  Advanced  Mathematics/Algebra 1  (All Student),3.7
Wilkes-Barre Area School District,Elmer L Meyers JSHS,118408852,3009,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.3
Wilkes-Barre Area School District,G A R Memorial JSHS,118408852,3008,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Wilkes-Barre Area School District,G A R Memorial JSHS,118408852,3008,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.1
Wilkes-Barre Area School District,G A R Memorial JSHS,118408852,3008,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Wilkes-Barre Area School District,G A R Memorial JSHS,118408852,3008,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),0.9
Wilkes-Barre Area School District,G A R Memorial JSHS,118408852,3008,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Wilkes-Barre Area School District,G A R Memorial JSHS,118408852,3008,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),0.5
Wilkes-Barre Area School District,G A R Memorial JSHS,118408852,3008,Percent  Advanced  Mathematics/Algebra 1  (White),2.4
Wilkes-Barre Area School District,Heights/Murray El Sch,118408852,6923,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),0.0
Wilkes-Barre Area School District,Heights/Murray El Sch,118408852,6923,Percent  Advanced  Mathematics/Algebra 1  (White),2.2
Wilkes-Barre Area School District,Heights/Murray El Sch,118408852,6923,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),1.9
Wilkes-Barre Area School District,Heights/Murray El Sch,118408852,6923,Percent  Advanced  Mathematics/Algebra 1  (Black),1.7
Wilkes-Barre Area School District,Heights/Murray El Sch,118408852,6923,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.4
Wilkes-Barre Area School District,Heights/Murray El Sch,118408852,6923,Percent  Advanced  Mathematics/Algebra 1  (English Learner),1.8
Wilkes-Barre Area School District,Heights/Murray El Sch,118408852,6923,Percent  Advanced  Mathematics/Algebra 1  (All Student),2.0
Wilkes-Barre Area School District,Heights/Murray El Sch,118408852,6923,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Wilkes-Barre Area School District,James M Coughlin JSHS,118408852,3007,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.3
Wilkes-Barre Area School District,James M Coughlin JSHS,118408852,3007,Percent  Advanced  Mathematics/Algebra 1  (All Student),13.6
Wilkes-Barre Area School District,James M Coughlin JSHS,118408852,3007,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),7.7
Wilkes-Barre Area School District,James M Coughlin JSHS,118408852,3007,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),0.0
Wilkes-Barre Area School District,James M Coughlin JSHS,118408852,3007,Percent  Advanced  Mathematics/Algebra 1  (White),19.3
Wilkes-Barre Area School District,Solomon/Plains El Sch,118408852,7492,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),10.0
Wilkes-Barre Area School District,Solomon/Plains El Sch,118408852,7492,Percent  Advanced  Mathematics/Algebra 1  (White),13.5
Wilkes-Barre Area School District,Solomon/Plains El Sch,118408852,7492,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),10.9
Wilkes-Barre Area School District,Solomon/Plains El Sch,118408852,7492,Percent  Advanced  Mathematics/Algebra 1  (Black),6.9
Wilkes-Barre Area School District,Solomon/Plains El Sch,118408852,7492,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),9.5
Wilkes-Barre Area School District,Solomon/Plains El Sch,118408852,7492,Percent  Advanced  Mathematics/Algebra 1  (All Student),13.0
Wilkes-Barre Area School District,Solomon/Plains El Sch,118408852,7492,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.8
Wilkes-Barre Area School District,Solomon/Plains JHS,118408852,7497,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.6
Wilkes-Barre Area School District,Solomon/Plains JHS,118408852,7497,Percent  Advanced  Mathematics/Algebra 1  (All Student),4.6
Wilkes-Barre Area School District,Solomon/Plains JHS,118408852,7497,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Wilkes-Barre Area School District,Solomon/Plains JHS,118408852,7497,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),3.5
Wilkes-Barre Area School District,Solomon/Plains JHS,118408852,7497,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Wilkes-Barre Area School District,Solomon/Plains JHS,118408852,7497,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),1.7
Wilkes-Barre Area School District,Solomon/Plains JHS,118408852,7497,Percent  Advanced  Mathematics/Algebra 1  (White),6.8
Wilkinsburg Borough School District,Turner Intermediate Sch,103029803,553,Percent  Advanced  Mathematics/Algebra 1  (Black),1.9
Wilkinsburg Borough School District,Turner Intermediate Sch,103029803,553,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.9
Wilkinsburg Borough School District,Turner Intermediate Sch,103029803,553,Percent  Advanced  Mathematics/Algebra 1  (All Student),2.2
Wilkinsburg Borough School District,Turner Intermediate Sch,103029803,553,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.9
William Penn School District,Aldan El Sch,125239652,6509,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.6
William Penn School District,Aldan El Sch,125239652,6509,Percent  Advanced  Mathematics/Algebra 1  (All Student),4.9
William Penn School District,Aldan El Sch,125239652,6509,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),4.0
William Penn School District,Aldan El Sch,125239652,6509,Percent  Advanced  Mathematics/Algebra 1  (Black),3.8
William Penn School District,Aldan El Sch,125239652,6509,Percent  Advanced  Mathematics/Algebra 1  (White),8.3
William Penn School District,Ardmore Avenue Sch,125239652,1887,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),0.0
William Penn School District,Ardmore Avenue Sch,125239652,1887,Percent  Advanced  Mathematics/Algebra 1  (White),25.0
William Penn School District,Ardmore Avenue Sch,125239652,1887,Percent  Advanced  Mathematics/Algebra 1  (Black),2.9
William Penn School District,Ardmore Avenue Sch,125239652,1887,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.5
William Penn School District,Ardmore Avenue Sch,125239652,1887,Percent  Advanced  Mathematics/Algebra 1  (English Learner),3.3
